id,rf,norm_rf,weighted_rf,kf_score,n_tips,marker,method,runtime_seconds,gpu_memory_mb,requested_trees_per_tip_size,allow_duplicate_sequences,successful_alignments_for_tip_size,combo_name,model,clock_rate,seq_length,tree_type,n_per_size,saved_at
3_20_tips,6.0,0.1764705882352941,1.7033725999999996,0.6758294429400037,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_20_tips,4.0,0.1176470588235294,0.5576866500000001,0.2678051277499169,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_10_tips,0.0,0.0,0.9487290100000002,0.4993667081109769,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
12_200_tips,60.0,0.1522842639593908,13.909735728000005,1.9217550281627755,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_100_tips,16.0,0.0824742268041237,2.998317521,0.6100938672120962,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
11_200_tips,64.0,0.1624365482233502,1.5637327007,0.2355845044606352,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_200_tips,392.0,1.0,1.0154473864800009,0.1047085736753721,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
7_10_tips,2.0,0.1428571428571428,2.1275954400000003,1.4463127751092286,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_20_tips,0.0,0.0,4.27059773,1.4377520498513758,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_10_tips,2.0,0.1428571428571428,0.21887521,0.1711141914584974,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_100_tips,22.0,0.1134020618556701,3.545279500999999,0.7547805424317043,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
4_100_tips,10.0,0.0515463917525773,0.6025142143,0.0880606853100699,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_10_tips,0.0,0.0,0.6646489199999999,0.5953375584976464,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_10_tips,2.0,0.1428571428571428,3.5843243600000005,2.387797827907689,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_10_tips,0.0,0.0,2.32096143,1.5952665628928364,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_100_tips,24.0,0.1237113402061855,1.7830065470000007,0.289979771814162,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_50_tips,12.0,0.1276595744680851,0.2045679645,0.055477682099059,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_100_tips,22.0,0.1134020618556701,1.7021255600000005,0.2936459213304135,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_100_tips,16.0,0.0824742268041237,0.8833285657,0.1590985355003687,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_200_tips,60.0,0.1522842639593908,8.5026889656,1.8087033094712923,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_20_tips,2.0,0.0588235294117647,5.503407299999998,2.8264200215472144,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_100_tips,22.0,0.1134020618556701,1.6321502571000002,0.4503051738449759,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_100_tips,14.0,0.0721649484536082,23.199282094,4.780042458528382,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_10_tips,0.0,0.0,0.29682314,0.1844623149155344,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_20_tips,2.0,0.0588235294117647,1.55140618,0.5915950417599435,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_50_tips,10.0,0.1063829787234042,3.4591698300000004,0.7194688609979061,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
12_20_tips,2.0,0.0588235294117647,4.7083170700000005,1.943304797884735,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_10_tips,0.0,0.0,2.7979439900000003,1.5619804644561983,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
4_200_tips,52.0,0.1319796954314721,7.597141134200003,1.393209040145835,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_20_tips,0.0,0.0,9.65231699,4.3646513208961535,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_50_tips,6.0,0.0638297872340425,3.64775906,0.8370131197297833,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_200_tips,38.0,0.0964467005076142,3.863053403999997,0.7379809696845547,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
0_200_tips,30.0,0.0761421319796954,8.273551265999995,1.177536784329597,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
11_20_tips,0.0,0.0,0.93206432,0.2826478159464251,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_200_tips,22.0,0.0558375634517766,5.894771292999997,0.7632328074802982,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
4_50_tips,14.0,0.1489361702127659,0.312605752,0.0616052062002946,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
8_100_tips,14.0,0.0721649484536082,13.053793392999998,2.295015463622773,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_200_tips,393.0,1.0,4.2811941719,0.4664429987971509,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_50_tips,10.0,0.1063829787234042,7.003869539999999,1.7114662067852922,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
16_10_tips,0.0,0.0,0.7067096900000001,0.5753759217105564,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_200_tips,393.0,1.0,8.061823798399997,0.844445002150407,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_10_tips,2.0,0.1428571428571428,0.8833899000000003,0.5866849998515029,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_10_tips,0.0,0.0,0.09916926,0.0661932601871822,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_20_tips,0.0,0.0,1.03653238,0.552273558515461,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
8_200_tips,60.0,0.1522842639593908,9.981257700589996,1.58048496498379,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_100_tips,193.0,1.0,0.8899903685100004,0.1286309456134543,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_200_tips,391.0,1.0,6.928398749853998,1.060284321378466,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_50_tips,10.0,0.1063829787234042,0.4936455709999999,0.0968131695984152,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_20_tips,0.0,0.0,2.8570768300000005,1.0196244340152942,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_200_tips,393.0,1.0,13.927349513899992,1.4676139221274371,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_50_tips,36.0,0.3829787234042553,0.0937321353,0.0188913222427016,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_100_tips,18.0,0.0927835051546391,7.970036274400002,1.3336461532591468,100,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_10_tips,0.0,0.0,0.5186785599999999,0.3879192792959709,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
0_20_tips,20.0,0.5882352941176471,0.0156676219,0.0052462137067444,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_20_tips,6.0,0.1764705882352941,13.582880590000004,4.370512669537723,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_10_tips,0.0,0.0,1.24124151,0.5363693403813217,10,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_20_tips,6.0,0.1764705882352941,6.513195009999999,3.078241797341224,20,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_200_tips,42.0,0.1065989847715736,6.742193416799999,0.9427392003479184,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
16_50_tips,22.0,0.2340425531914893,7.397449085000004,2.310430424926742,50,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_200_tips,34.0,0.0862944162436548,2.4302633190000003,0.3155858677205295,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_200_tips,70.0,0.1776649746192893,1.26493156462,0.168016904990467,200,,FastME,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_10_tips,8.0,0.5714285714285714,2.03214653,1.7156508281558407,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_10_tips,0.0,0.0,1.0614580399999998,0.6738658521925363,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_10_tips,2.0,0.1428571428571428,1.7173628599999993,1.0483189467339389,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_10_tips,0.0,0.0,0.52225883,0.2881351906302351,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
12_20_tips,0.0,0.0,1.6521547200000002,0.6892365719604392,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
16_20_tips,2.0,0.0588235294117647,0.0984997,0.0345603594036549,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_20_tips,6.0,0.1764705882352941,0.0483125589199999,0.0159379089986261,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_20_tips,2.0,0.0588235294117647,0.4734511800000001,0.1634577210564842,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
4_10_tips,0.0,0.0,0.27228782,0.1187814612411651,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
12_10_tips,4.0,0.2857142857142857,0.9656264,0.4031929294731997,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_20_tips,8.0,0.2352941176470588,0.1705983609999999,0.0689132516238022,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_50_tips,12.0,0.1276595744680851,1.0211785220000005,0.1850755099605106,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
4_50_tips,10.0,0.1063829787234042,0.3530344139999999,0.0699486288100654,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_50_tips,6.0,0.0638297872340425,0.3437280010000001,0.0662900022984687,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_20_tips,0.0,0.0,0.9257026300000002,0.2969290866716474,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_10_tips,2.0,0.1428571428571428,0.2064405800000002,0.0925220792981492,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_10_tips,2.0,0.1428571428571428,0.07142043,0.0361208258928184,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
11_50_tips,10.0,0.1063829787234042,0.4802917356,0.1451625819512704,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_100_tips,22.0,0.1134020618556701,0.4952879499999999,0.0867351244944459,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_100_tips,26.0,0.134020618556701,1.3955020469999997,0.2023947247702068,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_100_tips,16.0,0.0824742268041237,3.0103931320000004,0.5082022905741147,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
8_20_tips,4.0,0.1176470588235294,1.21222376,0.3481692913758027,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_50_tips,18.0,0.1914893617021276,0.2127308557,0.0505345144142089,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_10_tips,0.0,0.0,0.87758761,0.4541466717799768,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_100_tips,20.0,0.1030927835051546,0.7783075797,0.1190448832432444,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
8_100_tips,12.0,0.0618556701030927,4.032181856999999,0.6524078448440683,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_100_tips,22.0,0.1134020618556701,1.27171823,0.1881780805570619,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_20_tips,4.0,0.1176470588235294,0.35258912,0.1144777939198367,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_20_tips,8.0,0.2352941176470588,0.8129267599999997,0.2428595296517609,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_20_tips,2.0,0.0588235294117647,0.3958691399999999,0.1543465405555187,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_10_tips,0.0,0.0,0.32208842,0.2122863387261732,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_20_tips,0.0,0.0,0.79706725,0.3362196189371404,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_100_tips,32.0,0.1649484536082474,0.9595018950999996,0.1703250035684139,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_100_tips,14.0,0.0721649484536082,1.488521981,0.2412298730708197,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_100_tips,20.0,0.1030927835051546,1.931880291,0.3229683441958566,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
1_50_tips,6.0,0.0638297872340425,1.24087526,0.233935326541491,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
7_20_tips,6.0,0.1764705882352941,0.539838936,0.175024738893175,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_50_tips,8.0,0.0851063829787234,0.6212077979,0.1256399815170039,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
0_10_tips,2.0,0.1428571428571428,0.18170606,0.070976745650527,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_50_tips,10.0,0.1063829787234042,1.3273627099999998,0.270207020519732,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
0_50_tips,12.0,0.1276595744680851,3.976544519999999,0.7515101386634379,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
8_10_tips,0.0,0.0,3.70282062,1.586400120562904,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_10_tips,2.0,0.1428571428571428,5.17083103,2.594314468175432,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
6_100_tips,12.0,0.0618556701030927,6.4221625740000015,1.253041796467251,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_200_tips,40.0,0.1015228426395939,0.9428613343999996,0.1035949535291078,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_200_tips,64.0,0.1624365482233502,4.1352230656,0.7123154040270488,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_50_tips,10.0,0.1063829787234042,1.7577296770000002,0.9563505811747496,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
17_200_tips,42.0,0.1065989847715736,2.599308987200001,0.3086210671189709,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_100_tips,12.0,0.0618556701030927,2.10617775,0.3294448169796682,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
7_100_tips,56.0,0.2886597938144329,0.1608979257699999,0.0212286645702536,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
7_200_tips,90.0,0.2284263959390862,0.6053608085700001,0.0657501861176284,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
11_10_tips,2.0,0.1428571428571428,0.23355664,0.1224293887142054,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
9_200_tips,24.0,0.0609137055837563,4.056505703000001,0.4810638795551795,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_50_tips,30.0,0.3191489361702128,0.1053332393,0.0224096378619247,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_200_tips,152.0,0.3857868020304568,1.1234289395140007,0.2151688712623545,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
8_50_tips,8.0,0.0851063829787234,0.9119669743000002,0.1998145717545854,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
18_10_tips,2.0,0.1428571428571428,1.76572058,0.8758231911711578,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_50_tips,2.0,0.0212765957446808,1.06413748,0.2392023435771706,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
4_20_tips,2.0,0.0588235294117647,0.5699760700000001,0.2257582210974454,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
16_200_tips,148.0,0.3756345177664975,0.41877703888,0.0451504696240028,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_50_tips,8.0,0.0851063829787234,0.602279791,0.1541421788858721,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
12_100_tips,138.0,0.711340206185567,0.1028575093199999,0.0127510923739865,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
0_100_tips,10.0,0.0515463917525773,2.190575738000001,0.3679391223957645,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
12_50_tips,6.0,0.0638297872340425,0.7043256400000002,0.1645511976466181,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
2_100_tips,44.0,0.2268041237113402,0.3460545535600001,0.0504839467238897,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_20_tips,4.0,0.1176470588235294,3.51633441,1.0887925704895487,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
19_10_tips,0.0,0.0,0.4341716199999998,0.215990693371119,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
10_20_tips,4.0,0.1176470588235294,1.2320478300000002,0.497592713902044,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
7_50_tips,10.0,0.1063829787234042,0.1369637658,0.0272890412544006,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
11_100_tips,16.0,0.0824742268041237,1.212972349,0.1785293483190992,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
7_10_tips,2.0,0.1428571428571428,1.2628599099999998,0.7534363376527267,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_20_tips,0.0,0.0,0.8873432399999999,0.2737519687294906,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
5_10_tips,0.0,0.0,0.09660411,0.0427760290503302,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
16_100_tips,12.0,0.0618556701030927,2.3541611053,0.4108911378059663,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
15_100_tips,62.0,0.3195876288659793,0.21046358169,0.0257834369850912,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
13_200_tips,56.0,0.1421319796954314,7.8300590849999985,1.1973623018677069,200,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
16_50_tips,22.0,0.2340425531914893,2.5670551450000003,0.6197737777790464,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
14_50_tips,30.0,0.3191489361702128,0.0791970446999999,0.0164487850083251,50,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_100_tips,12.0,0.0618556701030927,3.039632832400002,0.4576866211279049,100,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
3_10_tips,0.0,0.0,0.4727406000000002,0.3703933952479811,10,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
0_20_tips,12.0,0.3529411764705882,0.0193935819,0.0056935062129915,20,,Phyloformer,,,20,True,20,TreeSize_SequenceLength,LG,1.0,500,birth-death,20,2026-09-19T16:12:43.930112
